run_id,dataset,split_id,split_seed,training_seed,model,checkpoint_policy,config_hash,split_hash,output_dir,status,analysis_role
run_0201,sipakmed,split_06,1006,42,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0201,pending,primary_analysis
run_0202,sipakmed,split_06,1006,42,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0202,pending,primary_analysis
run_0203,sipakmed,split_06,1006,42,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0203,pending,primary_analysis
run_0204,sipakmed,split_06,1006,42,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0204,pending,primary_analysis
run_0205,sipakmed,split_06,1006,42,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0205,pending,primary_analysis
run_0206,sipakmed,split_06,1006,42,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0206,pending,primary_analysis
run_0207,sipakmed,split_06,1006,42,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0207,pending,primary_analysis
run_0208,sipakmed,split_06,1006,42,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0208,pending,primary_analysis
run_0209,sipakmed,split_06,1006,52,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0209,pending,primary_analysis
run_0210,sipakmed,split_06,1006,52,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0210,pending,primary_analysis
run_0211,sipakmed,split_06,1006,52,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0211,pending,primary_analysis
run_0212,sipakmed,split_06,1006,52,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0212,pending,primary_analysis
run_0213,sipakmed,split_06,1006,52,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0213,pending,primary_analysis
run_0214,sipakmed,split_06,1006,52,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0214,pending,primary_analysis
run_0215,sipakmed,split_06,1006,52,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0215,pending,primary_analysis
run_0216,sipakmed,split_06,1006,52,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0216,pending,primary_analysis
run_0217,sipakmed,split_06,1006,62,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0217,pending,primary_analysis
run_0218,sipakmed,split_06,1006,62,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0218,pending,primary_analysis
run_0219,sipakmed,split_06,1006,62,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0219,pending,primary_analysis
run_0220,sipakmed,split_06,1006,62,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0220,pending,primary_analysis
run_0221,sipakmed,split_06,1006,62,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0221,pending,primary_analysis
run_0222,sipakmed,split_06,1006,62,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0222,pending,primary_analysis
run_0223,sipakmed,split_06,1006,62,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0223,pending,primary_analysis
run_0224,sipakmed,split_06,1006,62,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0224,pending,primary_analysis
run_0225,sipakmed,split_06,1006,72,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0225,pending,primary_analysis
run_0226,sipakmed,split_06,1006,72,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0226,pending,primary_analysis
run_0227,sipakmed,split_06,1006,72,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0227,pending,primary_analysis
run_0228,sipakmed,split_06,1006,72,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0228,pending,primary_analysis
run_0229,sipakmed,split_06,1006,72,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0229,pending,primary_analysis
run_0230,sipakmed,split_06,1006,72,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0230,pending,primary_analysis
run_0231,sipakmed,split_06,1006,72,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0231,pending,primary_analysis
run_0232,sipakmed,split_06,1006,72,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0232,pending,primary_analysis
run_0233,sipakmed,split_06,1006,82,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0233,pending,primary_analysis
run_0234,sipakmed,split_06,1006,82,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0234,pending,primary_analysis
run_0235,sipakmed,split_06,1006,82,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0235,pending,primary_analysis
run_0236,sipakmed,split_06,1006,82,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0236,pending,primary_analysis
run_0237,sipakmed,split_06,1006,82,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0237,pending,primary_analysis
run_0238,sipakmed,split_06,1006,82,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0238,pending,primary_analysis
run_0239,sipakmed,split_06,1006,82,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0239,pending,primary_analysis
run_0240,sipakmed,split_06,1006,82,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,62d20423be647ef0983223155360f75c645c737e683005d81cb78f574fc523cf,research-lab/experiments/registered-workflow/runs/primary/run_0240,pending,primary_analysis
run_0241,sipakmed,split_07,1007,42,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0241,pending,primary_analysis
run_0242,sipakmed,split_07,1007,42,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0242,pending,primary_analysis
run_0243,sipakmed,split_07,1007,42,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0243,pending,primary_analysis
run_0244,sipakmed,split_07,1007,42,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0244,pending,primary_analysis
run_0245,sipakmed,split_07,1007,42,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0245,pending,primary_analysis
run_0246,sipakmed,split_07,1007,42,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0246,pending,primary_analysis
run_0247,sipakmed,split_07,1007,42,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0247,pending,primary_analysis
run_0248,sipakmed,split_07,1007,42,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0248,pending,primary_analysis
run_0249,sipakmed,split_07,1007,52,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0249,pending,primary_analysis
run_0250,sipakmed,split_07,1007,52,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0250,pending,primary_analysis
run_0251,sipakmed,split_07,1007,52,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0251,pending,primary_analysis
run_0252,sipakmed,split_07,1007,52,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0252,pending,primary_analysis
run_0253,sipakmed,split_07,1007,52,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0253,pending,primary_analysis
run_0254,sipakmed,split_07,1007,52,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0254,pending,primary_analysis
run_0255,sipakmed,split_07,1007,52,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0255,pending,primary_analysis
run_0256,sipakmed,split_07,1007,52,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0256,pending,primary_analysis
run_0257,sipakmed,split_07,1007,62,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0257,pending,primary_analysis
run_0258,sipakmed,split_07,1007,62,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0258,pending,primary_analysis
run_0259,sipakmed,split_07,1007,62,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0259,pending,primary_analysis
run_0260,sipakmed,split_07,1007,62,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0260,pending,primary_analysis
run_0261,sipakmed,split_07,1007,62,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0261,pending,primary_analysis
run_0262,sipakmed,split_07,1007,62,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0262,pending,primary_analysis
run_0263,sipakmed,split_07,1007,62,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0263,pending,primary_analysis
run_0264,sipakmed,split_07,1007,62,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0264,pending,primary_analysis
run_0265,sipakmed,split_07,1007,72,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0265,pending,primary_analysis
run_0266,sipakmed,split_07,1007,72,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0266,pending,primary_analysis
run_0267,sipakmed,split_07,1007,72,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0267,pending,primary_analysis
run_0268,sipakmed,split_07,1007,72,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0268,pending,primary_analysis
run_0269,sipakmed,split_07,1007,72,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0269,pending,primary_analysis
run_0270,sipakmed,split_07,1007,72,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0270,pending,primary_analysis
run_0271,sipakmed,split_07,1007,72,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0271,pending,primary_analysis
run_0272,sipakmed,split_07,1007,72,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0272,pending,primary_analysis
run_0273,sipakmed,split_07,1007,82,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0273,pending,primary_analysis
run_0274,sipakmed,split_07,1007,82,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0274,pending,primary_analysis
run_0275,sipakmed,split_07,1007,82,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0275,pending,primary_analysis
run_0276,sipakmed,split_07,1007,82,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0276,pending,primary_analysis
run_0277,sipakmed,split_07,1007,82,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0277,pending,primary_analysis
run_0278,sipakmed,split_07,1007,82,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0278,pending,primary_analysis
run_0279,sipakmed,split_07,1007,82,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0279,pending,primary_analysis
run_0280,sipakmed,split_07,1007,82,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,d6c818496756b32560242107ffeccd290edd2afad456438b27fff0763c212902,research-lab/experiments/registered-workflow/runs/primary/run_0280,pending,primary_analysis
run_0281,sipakmed,split_08,1008,42,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0281,pending,primary_analysis
run_0282,sipakmed,split_08,1008,42,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0282,pending,primary_analysis
run_0283,sipakmed,split_08,1008,42,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0283,pending,primary_analysis
run_0284,sipakmed,split_08,1008,42,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0284,pending,primary_analysis
run_0285,sipakmed,split_08,1008,42,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0285,pending,primary_analysis
run_0286,sipakmed,split_08,1008,42,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0286,pending,primary_analysis
run_0287,sipakmed,split_08,1008,42,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0287,pending,primary_analysis
run_0288,sipakmed,split_08,1008,42,efficientnet_b0,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0288,pending,primary_analysis
run_0289,sipakmed,split_08,1008,52,resnet18,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0289,pending,primary_analysis
run_0290,sipakmed,split_08,1008,52,resnet18,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0290,pending,primary_analysis
run_0291,sipakmed,split_08,1008,52,resnet50,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0291,pending,primary_analysis
run_0292,sipakmed,split_08,1008,52,resnet50,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0292,pending,primary_analysis
run_0293,sipakmed,split_08,1008,52,densenet121,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0293,pending,primary_analysis
run_0294,sipakmed,split_08,1008,52,densenet121,B,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0294,pending,primary_analysis
run_0295,sipakmed,split_08,1008,52,efficientnet_b0,A,5e203de9913a10ae47f75aab7d778e21e9a142a0699f4a4a6c374b725d67c1ae,c244267ea49356306df7dbc832e0b9f4516976f3e9b9d4e3ccd3a2ed4c09764e,research-lab/experiments/registered-workflow/runs/primary/run_0295,pending,primary_analysis
